student_id,school,school_setting,school_type,classroom,teaching_method,n_student,gender,lunch,pretest
3K8VB,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Does not qualify,43.0
GVLVE,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,52.0
TSOM0,OJOBU,Rural,Public,6U9,Standard,22.0,Male,Does not qualify,47.0
LHBRT,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Male,Does not qualify,71.0
Y3HMW,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Female,Does not qualify,62.0
UNO2K,ZOWMK,Urban,Public,CII,Standard,27.0,Male,Qualifies for reduced/free lunch,46.0
98B8A,DNQDD,Suburban,Public,ST7,Standard,20.0,Male,Does not qualify,60.0
5YI2B,ZOWMK,Urban,Public,CII,Standard,27.0,Female,Qualifies for reduced/free lunch,47.0
H6YJI,ZOWMK,Urban,Public,CII,Standard,27.0,Female,Qualifies for reduced/free lunch,46.0
NI2JW,IDGFP,Urban,Non-public,G2L,Standard,17.0,Male,Does not qualify,77.0
F4L64,GOOBU,Urban,Public,CXC,Standard,24.0,Female,Qualifies for reduced/free lunch,30.0
V81SU,OJOBU,Rural,Public,FS3,Standard,19.0,Female,Qualifies for reduced/free lunch,55.0
DCVI8,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Qualifies for reduced/free lunch,43.0
GZBOQ,IDGFP,Urban,Non-public,XZM,Standard,17.0,Male,Does not qualify,68.0
5ZOS4,UAGPU,Suburban,Public,62L,Standard,23.0,Male,Does not qualify,61.0
FSTS2,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,59.0
BR5EY,GOKXL,Rural,Public,VA6,Standard,19.0,Female,Qualifies for reduced/free lunch,42.0
8FPNB,GJJHK,Suburban,Public,ZDT,Standard,27.0,Female,Does not qualify,54.0
GO92G,DNQDD,Suburban,Public,PW5,Experimental,20.0,Male,Does not qualify,48.0
3M3RV,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,38.0
H2O56,QOQTS,Urban,Public,SUR,Standard,28.0,Male,Does not qualify,51.0
CWNPG,QOQTS,Urban,Public,0N7,Experimental,28.0,Male,Does not qualify,40.0
QW5M0,QOQTS,Urban,Public,X2O,Experimental,25.0,Male,Qualifies for reduced/free lunch,57.0
251LB,VKWQH,Rural,Public,341,Standard,18.0,Female,Does not qualify,43.0
PY1GY,QOQTS,Urban,Public,3XJ,Standard,24.0,Male,Does not qualify,49.0
5W6IT,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,41.0
O4BQF,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Female,Does not qualify,76.0
BI4WF,KZKKE,Rural,Public,QTU,Standard,23.0,Female,Qualifies for reduced/free lunch,32.0
VXJGW,OJOBU,Rural,Public,FS3,Standard,19.0,Male,Does not qualify,57.0
9SSU5,UKPGS,Suburban,Public,KXB,Experimental,18.0,Male,Does not qualify,74.0
11I5O,GOOBU,Urban,Public,CXC,Standard,24.0,Male,Qualifies for reduced/free lunch,31.0
N3AUM,VVTVA,Urban,Public,TB5,Standard,25.0,Male,Qualifies for reduced/free lunch,37.0
XL187,KFZMY,Urban,Non-public,21Q,Standard,25.0,Male,Qualifies for reduced/free lunch,39.0
59VYG,QOQTS,Urban,Public,X2O,Experimental,25.0,Male,Does not qualify,62.0
DEQXB,CUQAM,Urban,Public,BFY,Standard,27.0,Female,Does not qualify,53.0
NO7A8,KZKKE,Rural,Public,O6A,Standard,22.0,Male,Qualifies for reduced/free lunch,43.0
0G5ME,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,52.0
99HQT,ZOWMK,Urban,Public,CII,Standard,27.0,Male,Qualifies for reduced/free lunch,41.0
OQQRA,ZMNYA,Suburban,Public,4NN,Standard,22.0,Male,Does not qualify,63.0
1QLNQ,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Female,Does not qualify,85.0
TQFGY,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Female,Qualifies for reduced/free lunch,57.0
VMM7O,FBUMG,Rural,Non-public,197,Experimental,14.0,Male,Does not qualify,64.0
XN65F,DNQDD,Suburban,Public,PW5,Experimental,20.0,Female,Qualifies for reduced/free lunch,39.0
G88DV,DNQDD,Suburban,Public,ST7,Standard,20.0,Male,Qualifies for reduced/free lunch,58.0
UHE7N,CUQAM,Urban,Public,X6Z,Experimental,24.0,Male,Does not qualify,51.0
8EZAA,GJJHK,Suburban,Public,HCB,Standard,22.0,Male,Qualifies for reduced/free lunch,53.0
P4SN4,GOOBU,Urban,Public,HKF,Standard,28.0,Male,Qualifies for reduced/free lunch,36.0
DZP4C,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,44.0
8HJY3,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Female,Qualifies for reduced/free lunch,55.0
PKXMF,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Qualifies for reduced/free lunch,53.0
NC39S,KZKKE,Rural,Public,O6A,Standard,22.0,Female,Qualifies for reduced/free lunch,41.0
D9SR6,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Female,Does not qualify,83.0
UKCBM,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Female,Qualifies for reduced/free lunch,34.0
SM22E,CIMBB,Urban,Non-public,A33,Standard,19.0,Male,Does not qualify,64.0
IGUFT,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,74.0
T0TIH,DNQDD,Suburban,Public,2AP,Standard,27.0,Male,Qualifies for reduced/free lunch,54.0
V6ZA8,CCAAW,Suburban,Non-public,2B1,Experimental,18.0,Male,Does not qualify,66.0
7UYMS,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Does not qualify,51.0
LAO5O,ZOWMK,Urban,Public,CII,Standard,27.0,Male,Qualifies for reduced/free lunch,48.0
6BFD2,GOKXL,Rural,Public,VA6,Standard,19.0,Male,Does not qualify,42.0
7K35Q,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,45.0
YBGHP,UAGPU,Suburban,Public,NWZ,Standard,21.0,Female,Qualifies for reduced/free lunch,51.0
TWZWL,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,81.0
VSJ34,VVTVA,Urban,Public,7BL,Standard,29.0,Male,Qualifies for reduced/free lunch,46.0
FAJ8G,KZKKE,Rural,Public,5JK,Standard,24.0,Male,Qualifies for reduced/free lunch,33.0
EAKC5,UKPGS,Suburban,Public,PGH,Experimental,23.0,Male,Does not qualify,73.0
XAV1J,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Qualifies for reduced/free lunch,57.0
20GY6,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Male,Qualifies for reduced/free lunch,39.0
5VCT2,CUQAM,Urban,Public,BFY,Standard,27.0,Female,Does not qualify,46.0
7ODZ6,CIMBB,Urban,Non-public,A33,Standard,19.0,Male,Does not qualify,59.0
E25O4,CIMBB,Urban,Non-public,HUJ,Experimental,17.0,Female,Does not qualify,69.0
HK7UN,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,74.0
50ZC7,VVTVA,Urban,Public,A93,Experimental,30.0,Male,Qualifies for reduced/free lunch,31.0
SDWCT,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Does not qualify,52.0
Y0SC0,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,49.0
02WIH,DNQDD,Suburban,Public,PW5,Experimental,20.0,Male,Qualifies for reduced/free lunch,37.0
05KAX,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Female,Does not qualify,72.0
6TS1O,GJJHK,Suburban,Public,X78,Standard,21.0,Male,Qualifies for reduced/free lunch,52.0
YGX7N,VKWQH,Rural,Public,IEM,Experimental,22.0,Female,Does not qualify,42.0
SPIWM,DNQDD,Suburban,Public,ST7,Standard,20.0,Female,Qualifies for reduced/free lunch,53.0
4SLJH,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Male,Qualifies for reduced/free lunch,34.0
A84RV,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,22.0
JC5I9,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Female,Does not qualify,58.0
8SREJ,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Female,Does not qualify,70.0
S7D4C,VVTVA,Urban,Public,A93,Experimental,30.0,Male,Qualifies for reduced/free lunch,35.0
S98ME,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Female,Does not qualify,68.0
G4UTB,UAGPU,Suburban,Public,62L,Standard,23.0,Male,Does not qualify,67.0
H5UUL,IDGFP,Urban,Non-public,XZM,Standard,17.0,Male,Does not qualify,73.0
2RXVE,QOQTS,Urban,Public,XZ4,Standard,22.0,Male,Does not qualify,61.0
9TO9F,GOKXL,Rural,Public,ENO,Experimental,22.0,Male,Qualifies for reduced/free lunch,55.0
BN7PS,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Female,Does not qualify,70.0
VLT9X,ZOWMK,Urban,Public,QA2,Standard,30.0,Male,Qualifies for reduced/free lunch,36.0
2EQ4L,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Does not qualify,61.0
AMERN,KZKKE,Rural,Public,5JK,Standard,24.0,Male,Qualifies for reduced/free lunch,33.0
RY6W4,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Male,Qualifies for reduced/free lunch,56.0
47R59,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Male,Qualifies for reduced/free lunch,39.0
04DG5,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Female,Qualifies for reduced/free lunch,63.0
1PZC1,ZOWMK,Urban,Public,QA2,Standard,30.0,Female,Qualifies for reduced/free lunch,45.0
K0RE7,IDGFP,Urban,Non-public,G2L,Standard,17.0,Male,Does not qualify,73.0
1GWDJ,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,37.0
HTRAZ,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Male,Does not qualify,62.0
DBPV7,CIMBB,Urban,Non-public,PC6,Standard,17.0,Female,Does not qualify,64.0
JZQIP,UAGPU,Suburban,Public,1SZ,Standard,22.0,Female,Does not qualify,62.0
NK5EF,GOKXL,Rural,Public,ENO,Experimental,22.0,Male,Qualifies for reduced/free lunch,50.0
3K3MA,UKPGS,Suburban,Public,08N,Standard,21.0,Female,Does not qualify,83.0
THYVQ,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Male,Does not qualify,66.0
O8JV2,IDGFP,Urban,Non-public,05H,Standard,22.0,Female,Does not qualify,74.0
2XT73,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Female,Qualifies for reduced/free lunch,59.0
YSH7U,UKPGS,Suburban,Public,XXE,Standard,22.0,Female,Does not qualify,78.0
NYDF6,IDGFP,Urban,Non-public,98D,Experimental,21.0,Male,Does not qualify,77.0
PUU4A,GOKXL,Rural,Public,TSA,Experimental,23.0,Female,Qualifies for reduced/free lunch,54.0
0EBJW,KZKKE,Rural,Public,2BR,Standard,20.0,Female,Qualifies for reduced/free lunch,48.0
YGARH,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Does not qualify,59.0
MIGFL,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,41.0
Z2G9R,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Female,Qualifies for reduced/free lunch,61.0
RG9R4,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Male,Does not qualify,83.0
NKP72,CCAAW,Suburban,Non-public,2B1,Experimental,18.0,Male,Qualifies for reduced/free lunch,61.0
N3IUQ,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,56.0
B2JPA,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,39.0
D6CTU,UKPGS,Suburban,Public,IPU,Experimental,19.0,Female,Does not qualify,75.0
7PLYH,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Female,Does not qualify,68.0
BJ4Z5,VKWQH,Rural,Public,D33,Standard,21.0,Male,Does not qualify,64.0
W217G,QOQTS,Urban,Public,0N7,Experimental,28.0,Male,Does not qualify,47.0
NC4UO,VKWQH,Rural,Public,DFQ,Experimental,19.0,Male,Does not qualify,66.0
P5H5B,KFZMY,Urban,Non-public,21Q,Standard,25.0,Female,Does not qualify,42.0
270VO,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Male,Qualifies for reduced/free lunch,39.0
9FZ9I,VKWQH,Rural,Public,GYM,Standard,20.0,Male,Does not qualify,48.0
J39HG,QOQTS,Urban,Public,3XJ,Standard,24.0,Female,Does not qualify,48.0
RHZI6,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Does not qualify,52.0
PLX9B,GOKXL,Rural,Public,ENO,Experimental,22.0,Female,Qualifies for reduced/free lunch,59.0
Y7AXC,GOOBU,Urban,Public,HKF,Standard,28.0,Male,Qualifies for reduced/free lunch,30.0
JPE2J,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Male,Does not qualify,59.0
E7VFK,DNQDD,Suburban,Public,PW5,Experimental,20.0,Female,Qualifies for reduced/free lunch,36.0
5CQKT,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Female,Does not qualify,72.0
4YJOE,ZMNYA,Suburban,Public,4NN,Standard,22.0,Female,Does not qualify,71.0
GI2EF,GJJHK,Suburban,Public,ZDT,Standard,27.0,Male,Qualifies for reduced/free lunch,54.0
2FHT3,ANKYI,Urban,Non-public,6OL,Standard,20.0,Female,Does not qualify,62.0
3BJMM,VKWQH,Rural,Public,D33,Standard,21.0,Female,Qualifies for reduced/free lunch,63.0
QSDTJ,GOOBU,Urban,Public,U6J,Standard,25.0,Male,Qualifies for reduced/free lunch,37.0
VQB53,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,38.0
XTDGC,ZOWMK,Urban,Public,QA2,Standard,30.0,Female,Qualifies for reduced/free lunch,36.0
ZDEIJ,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,33.0
AYAZF,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Male,Does not qualify,70.0
AWC27,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Qualifies for reduced/free lunch,62.0
8KIIZ,VVTVA,Urban,Public,7BL,Standard,29.0,Male,Qualifies for reduced/free lunch,39.0
EI64V,KZKKE,Rural,Public,O6A,Standard,22.0,Male,Qualifies for reduced/free lunch,44.0
JQM2W,ANKYI,Urban,Non-public,6OL,Standard,20.0,Female,Does not qualify,60.0
HMVID,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,38.0
378BQ,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Does not qualify,51.0
338XH,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Qualifies for reduced/free lunch,50.0
IUX8B,CIMBB,Urban,Non-public,A33,Standard,19.0,Male,Does not qualify,68.0
BD0UJ,CIMBB,Urban,Non-public,A33,Standard,19.0,Male,Does not qualify,62.0
DIR4F,KZKKE,Rural,Public,5JK,Standard,24.0,Male,Qualifies for reduced/free lunch,36.0
5C3GO,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Female,Does not qualify,62.0
EUYRP,GJJHK,Suburban,Public,HCB,Standard,22.0,Female,Qualifies for reduced/free lunch,47.0
3Z4RO,LAYPA,Rural,Public,AJ1,Standard,21.0,Female,Does not qualify,65.0
YV0HB,CUQAM,Urban,Public,BFY,Standard,27.0,Female,Does not qualify,50.0
TNGPD,CUQAM,Urban,Public,X6Z,Experimental,24.0,Male,Does not qualify,53.0
EEDA4,VKWQH,Rural,Public,GYM,Standard,20.0,Male,Does not qualify,49.0
F3VMF,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,47.0
HEIPF,DNQDD,Suburban,Public,XXJ,Standard,27.0,Male,Qualifies for reduced/free lunch,55.0
OEVDO,UKPGS,Suburban,Public,08N,Standard,21.0,Male,Does not qualify,82.0
APD4B,GOKXL,Rural,Public,VA6,Standard,19.0,Male,Qualifies for reduced/free lunch,43.0
C2UIR,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Does not qualify,45.0
RDSJZ,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,52.0
SGVTD,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Does not qualify,41.0
H4WWF,FBUMG,Rural,Non-public,197,Experimental,14.0,Male,Qualifies for reduced/free lunch,56.0
71V1M,UKPGS,Suburban,Public,KXB,Experimental,18.0,Male,Does not qualify,72.0
F3G51,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,56.0
6TLU8,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Female,Does not qualify,66.0
ATQQJ,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Female,Does not qualify,68.0
OX7PB,DNQDD,Suburban,Public,ST7,Standard,20.0,Male,Qualifies for reduced/free lunch,60.0
IDSWX,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,61.0
RUPTX,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Qualifies for reduced/free lunch,60.0
FWYBW,DNQDD,Suburban,Public,XXJ,Standard,27.0,Female,Qualifies for reduced/free lunch,56.0
WMMW4,OJOBU,Rural,Public,FS3,Standard,19.0,Female,Does not qualify,58.0
B5CG1,UKPGS,Suburban,Public,XXE,Standard,22.0,Male,Does not qualify,80.0
TLZHB,CIMBB,Urban,Non-public,EID,Standard,21.0,Female,Does not qualify,64.0
O8XZF,ZMNYA,Suburban,Public,4NN,Standard,22.0,Female,Does not qualify,65.0
NRHVW,ZMNYA,Suburban,Public,V77,Experimental,23.0,Female,Does not qualify,72.0
1V9FC,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Qualifies for reduced/free lunch,55.0
JG0OS,UKPGS,Suburban,Public,PGH,Experimental,23.0,Male,Does not qualify,71.0
VQ6PP,CIMBB,Urban,Non-public,PC6,Standard,17.0,Male,Does not qualify,72.0
VVHRQ,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Qualifies for reduced/free lunch,47.0
NV5M7,CIMBB,Urban,Non-public,A33,Standard,19.0,Female,Does not qualify,61.0
J4PGQ,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,29.0
85XTO,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,30.0
09J0H,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,28.0
M78WF,GOOBU,Urban,Public,HKF,Standard,28.0,Male,Qualifies for reduced/free lunch,30.0
8LIDQ,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,27.0
8MLVH,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Female,Qualifies for reduced/free lunch,61.0
CRV86,CUQAM,Urban,Public,X6Z,Experimental,24.0,Male,Does not qualify,53.0
K93GE,VKWQH,Rural,Public,IEM,Experimental,22.0,Male,Does not qualify,44.0
V6XIY,KZKKE,Rural,Public,O6A,Standard,22.0,Female,Qualifies for reduced/free lunch,43.0
RF5NL,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Female,Does not qualify,72.0
CS5QP,ANKYI,Urban,Non-public,6OL,Standard,20.0,Male,Does not qualify,64.0
GJ8SE,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Male,Qualifies for reduced/free lunch,63.0
YPIKD,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Does not qualify,50.0
7HDEV,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Qualifies for reduced/free lunch,62.0
3BGFW,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Does not qualify,53.0
HLTZ9,GOOBU,Urban,Public,W8A,Experimental,26.0,Male,Qualifies for reduced/free lunch,38.0
QZJWC,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Qualifies for reduced/free lunch,60.0
SZDD5,CUQAM,Urban,Public,X6Z,Experimental,24.0,Male,Does not qualify,53.0
EZVOU,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Does not qualify,43.0
B3Z3I,ZMNYA,Suburban,Public,V77,Experimental,23.0,Female,Does not qualify,75.0
0G8PS,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,41.0
DNFA3,LAYPA,Rural,Public,J8J,Standard,19.0,Female,Does not qualify,66.0
UPAJX,GOKXL,Rural,Public,ENO,Experimental,22.0,Male,Qualifies for reduced/free lunch,46.0
NTWOX,VKWQH,Rural,Public,DFQ,Experimental,19.0,Male,Does not qualify,61.0
HQ18M,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,29.0
XWY2X,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Female,Does not qualify,57.0
FH7B9,ANKYI,Urban,Non-public,6OL,Standard,20.0,Male,Does not qualify,64.0
T1IOZ,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,39.0
CWZPO,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Male,Does not qualify,65.0
V0B10,VKWQH,Rural,Public,341,Standard,18.0,Female,Does not qualify,40.0
RGETN,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,36.0
1X4LE,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Does not qualify,44.0
DKUQ5,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Qualifies for reduced/free lunch,54.0
QUOMH,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,40.0
58GQ3,UAGPU,Suburban,Public,S98,Standard,21.0,Male,Does not qualify,67.0
U11R6,CUQAM,Urban,Public,BFY,Standard,27.0,Female,Does not qualify,52.0
OPOZ3,KZKKE,Rural,Public,3D0,Standard,22.0,Male,Qualifies for reduced/free lunch,29.0
T1N79,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,26.0
OLXN2,IDGFP,Urban,Non-public,05H,Standard,22.0,Male,Does not qualify,74.0
P5OPK,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Qualifies for reduced/free lunch,43.0
GK727,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Does not qualify,56.0
D76QH,GOOBU,Urban,Public,W8A,Experimental,26.0,Male,Qualifies for reduced/free lunch,40.0
PKBZJ,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Female,Does not qualify,67.0
SJNNJ,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Male,Qualifies for reduced/free lunch,43.0
ML40U,UKPGS,Suburban,Public,KXB,Experimental,18.0,Female,Does not qualify,75.0
F8Q67,DNQDD,Suburban,Public,XXJ,Standard,27.0,Male,Does not qualify,61.0
ZEUU8,UAGPU,Suburban,Public,62L,Standard,23.0,Female,Does not qualify,70.0
JYMFD,UKPGS,Suburban,Public,IPU,Experimental,19.0,Male,Does not qualify,76.0
ZH0UC,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Qualifies for reduced/free lunch,60.0
MHXTU,QOQTS,Urban,Public,X2O,Experimental,25.0,Male,Does not qualify,65.0
24AN2,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Female,Qualifies for reduced/free lunch,60.0
8LFBJ,VKWQH,Rural,Public,DFQ,Experimental,19.0,Female,Qualifies for reduced/free lunch,60.0
9C145,UKPGS,Suburban,Public,IPU,Experimental,19.0,Male,Does not qualify,74.0
TFEUO,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,75.0
KDH19,LAYPA,Rural,Public,AJ1,Standard,21.0,Female,Does not qualify,66.0
J8DNL,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Qualifies for reduced/free lunch,49.0
LOKKS,UAGPU,Suburban,Public,S98,Standard,21.0,Male,Does not qualify,67.0
BC9MW,VKWQH,Rural,Public,GYM,Standard,20.0,Male,Qualifies for reduced/free lunch,48.0
W6HC7,OJOBU,Rural,Public,5SZ,Experimental,17.0,Male,Does not qualify,62.0
7QOXC,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Qualifies for reduced/free lunch,60.0
D2SZO,VKWQH,Rural,Public,DFQ,Experimental,19.0,Female,Does not qualify,67.0
87CSN,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Qualifies for reduced/free lunch,40.0
37DM6,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Female,Does not qualify,83.0
NW57G,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,43.0
RYRXG,DNQDD,Suburban,Public,2AP,Standard,27.0,Male,Qualifies for reduced/free lunch,52.0
ZDLQB,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Female,Qualifies for reduced/free lunch,60.0
GCN2Y,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Male,Qualifies for reduced/free lunch,59.0
16XHE,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Female,Does not qualify,66.0
VNYVB,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Female,Does not qualify,62.0
FMADC,LAYPA,Rural,Public,RA5,Experimental,17.0,Male,Does not qualify,63.0
CPQZ5,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Qualifies for reduced/free lunch,42.0
34TV1,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Male,Does not qualify,73.0
PUJFV,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Does not qualify,49.0
Q94QX,UAGPU,Suburban,Public,S98,Standard,21.0,Male,Does not qualify,69.0
KCJ9W,DNQDD,Suburban,Public,ROP,Experimental,28.0,Female,Does not qualify,60.0
I0TKZ,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Qualifies for reduced/free lunch,44.0
UIHRK,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,29.0
TRBDH,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Female,Qualifies for reduced/free lunch,55.0
KM4CH,VKWQH,Rural,Public,DFQ,Experimental,19.0,Male,Does not qualify,53.0
JX1DB,GOKXL,Rural,Public,TSA,Experimental,23.0,Female,Qualifies for reduced/free lunch,48.0
IT97C,UUUQX,Suburban,Non-public,SSP,Standard,15.0,Male,Does not qualify,67.0
NS4LD,KFZMY,Urban,Non-public,21Q,Standard,25.0,Female,Qualifies for reduced/free lunch,42.0
8KXVK,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,50.0
3TPE1,QOQTS,Urban,Public,X2O,Experimental,25.0,Male,Does not qualify,63.0
M5NZM,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Female,Qualifies for reduced/free lunch,52.0
WX1CZ,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Male,Qualifies for reduced/free lunch,39.0
18U47,IDGFP,Urban,Non-public,XZM,Standard,17.0,Male,Does not qualify,64.0
1MUNN,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,55.0
1F817,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Male,Does not qualify,67.0
3RFLZ,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,45.0
0CRO6,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Male,Does not qualify,60.0
YLIKU,IDGFP,Urban,Non-public,98D,Experimental,21.0,Female,Does not qualify,78.0
QCQET,VKWQH,Rural,Public,D33,Standard,21.0,Female,Does not qualify,65.0
74CHH,VKWQH,Rural,Public,D33,Standard,21.0,Female,Does not qualify,65.0
